,business_code,cust_number,clear_date,posting_date,document_create_date,document_create_date.1,due_date,currency,amount,baseline_create_date,cust_payment_terms
49521,U001,200759878,2019-02-14,2019-01-29,2019-01-28,2019-01-29,2019-02-13,USD,27538.16,2019-01-29,NAH4
49522,U001,200726979,2020-02-03,2020-01-16,2020-01-16,2020-01-16,2020-01-31,USD,212207.97,2020-01-16,NAA8
49523,U001,200764795,2019-03-25,2019-03-07,2019-03-04,2019-03-07,2019-03-22,USD,12373.79,2019-03-07,NAA8
49525,U001,100017545,2019-06-04,2019-05-22,2019-05-10,2019-05-22,2019-06-06,USD,22194.98,2019-05-22,NAA8
49526,U001,200704858,2019-07-15,2019-06-28,2019-06-27,2019-06-28,2019-07-13,USD,31569.35,2019-06-28,NAA8
49527,U002,200978592,2019-11-21,2019-10-16,2019-10-12,2019-10-16,2019-11-20,USD,18595.39,2019-10-16,NAG2
49528,U001,200721222,2019-06-14,2019-05-30,2019-05-30,2019-05-30,2019-06-14,USD,67660.4,2019-05-30,NAA8
49529,U001,200752302,2019-09-11,2019-08-27,2019-08-25,2019-08-27,2019-09-11,USD,17283.52,2019-08-27,NAA8
49530,U001,200965912,2019-04-18,2019-02-11,2019-02-11,2019-02-11,2019-04-17,USD,12207.8,2019-02-11,NAGD
49531,U001,200704045,2019-01-29,2019-01-14,2019-01-14,2019-01-14,2019-01-29,USD,22155.49,2019-01-14,NAA8
49532,U001,200711029,2019-10-15,2019-09-28,2019-09-28,2019-09-28,2019-10-13,USD,71539.43,2019-09-28,NAA8
49533,U001,200747369,2019-08-12,2019-07-26,2019-07-26,2019-07-26,2019-08-10,USD,17077.86,2019-07-26,NAA8
49535,U001,200769623,2019-08-05,2019-07-23,2019-07-23,2019-07-23,2019-08-07,USD,41582.41,2019-07-23,NAH4
49536,U001,200974851,2020-02-19,2020-02-04,2020-02-04,2020-02-04,2020-02-19,USD,997.02,2020-02-04,NAA8
49537,U001,200508557,2019-07-08,2019-06-21,2019-06-14,2019-06-21,2019-07-06,USD,3354.32,2019-06-21,NAA8
49538,U001,200772670,2019-12-06,2019-11-20,2019-11-21,2019-11-20,2019-12-05,USD,177861.63,2019-11-20,NAU5
49539,U001,200769623,2020-01-30,2020-01-20,2020-01-20,2020-01-20,2020-02-04,USD,34058.96,2020-01-20,NAH4
49540,U001,200707822,2019-04-22,2019-04-07,2019-04-07,2019-04-07,2019-04-22,USD,97994.92,2019-04-07,NAA8
49541,U001,200797452,2019-09-30,2019-09-09,2019-09-04,2019-09-09,2019-09-29,USD,34497.6,2019-09-09,NAD1
49542,U001,200772670,2019-06-05,2019-05-20,2019-05-20,2019-05-20,2019-06-04,USD,73205.82,2019-05-20,NAU5
49544,U001,200724999,2019-07-08,2019-06-20,2019-06-20,2019-06-20,2019-06-30,USD,51663.6,2019-06-20,NA10
49545,U001,200704045,2020-02-24,2020-02-07,2020-02-07,2020-02-07,2020-02-22,USD,64238.28,2020-02-07,NAA8
49546,U001,200769623,2019-10-24,2019-10-11,2019-10-12,2019-10-11,2019-10-26,USD,13899.15,2019-10-11,NAH4
49547,U001,200769623,2020-02-18,2020-02-04,2020-02-03,2020-02-04,2020-02-19,USD,7731.68,2020-02-04,NAH4
49548,U001,200152991,2019-10-30,2019-10-10,2019-10-10,2019-10-10,2019-10-30,USD,527.07,2019-10-10,NAD1
49550,U001,200794332,2019-07-30,2019-07-16,2019-07-16,2019-07-16,2019-07-31,USD,16009.06,2019-07-16,NAAX
49553,U001,200794332,2019-11-13,2019-10-28,2019-10-27,2019-10-28,2019-11-12,USD,4058.63,2019-10-28,NAAX
49554,U001,200772670,2020-01-21,2020-01-03,2020-01-03,2020-01-03,2020-01-18,USD,581.42,2020-01-03,NAU5
49555,U001,200769623,2019-06-27,2019-06-16,2019-06-14,2019-06-16,2019-07-01,USD,16584.5,2019-06-16,NAH4
49556,U001,200773364,2020-02-25,2020-02-10,2020-02-10,2020-02-10,2020-02-25,USD,39944.19,2020-02-10,NAA8
49557,CA02,140104249,2019-07-09,2019-06-18,2019-06-18,2019-06-18,2019-07-05,CAD,29408.51,2019-06-25,CA10
49561,U001,200769623,2019-07-22,2019-07-11,2019-07-10,2019-07-11,2019-07-26,USD,5824.36,2019-07-11,NAH4
49562,U001,200769623,2019-10-18,2019-10-01,2019-09-30,2019-10-01,2019-10-16,USD,69306.38,2019-10-01,NAH4
49563,U001,200704858,2019-11-08,2019-10-29,2019-10-28,2019-10-29,2019-11-13,USD,120151.04,2019-10-29,NAA8
49564,U001,200769623,2019-07-15,2019-07-04,2019-07-02,2019-07-04,2019-07-19,USD,4952.07,2019-07-04,NAH4
49565,U001,200772670,2019-07-09,2019-06-25,2019-06-25,2019-06-25,2019-07-10,USD,24174.4,2019-06-25,NAU5
49566,U001,200493614,2019-11-04,2019-10-18,2019-10-18,2019-10-18,2019-11-02,USD,44084.27,2019-10-18,NAA8
49568,CA02,140106181,2019-11-14,2019-08-28,2019-08-28,2019-08-28,2019-09-16,CAD,4837.5,2019-09-06,CA10
49570,U001,200705742,2019-03-26,2019-03-11,2019-03-11,2019-03-11,2019-03-26,USD,50809.67,2019-03-11,NAA8
49571,U001,200707822,2020-02-10,2020-01-24,2020-01-21,2020-01-24,2020-02-08,USD,6112.75,2020-01-24,NAA8
49573,U001,200762301,2019-05-15,2019-04-30,2019-04-30,2019-04-30,2019-05-15,USD,138121.48,2019-04-30,NAC6
49574,U001,100031704,2019-11-26,2019-11-08,2019-11-07,2019-11-08,2019-11-23,USD,53050.03,2019-11-08,NAA8
49575,U001,200126819,2019-11-22,2019-11-07,2019-11-04,2019-11-07,2019-11-22,USD,14798.32,2019-11-07,NAA8
49576,U001,200772670,2019-06-25,2019-06-05,2019-06-05,2019-06-05,2019-06-20,USD,429.6,2019-06-05,NAU5
49580,U001,200707822,2019-07-30,2019-07-15,2019-07-16,2019-07-15,2019-07-30,USD,85726.04,2019-07-15,NAA8
49581,U001,200353024,2019-09-24,2019-09-19,2019-09-19,2019-09-19,2019-09-23,USD,4081.35,2019-09-16,NAM1
49583,U001,200974851,2019-03-11,2019-02-23,2019-02-22,2019-02-23,2019-03-10,USD,1225.77,2019-02-23,NAA8
49584,U001,200729942,2020-01-14,2019-12-30,2019-12-30,2019-12-30,2020-01-14,USD,23496.15,2019-12-30,NAA8
49586,U001,200706844,2020-02-14,2020-01-30,2020-01-29,2020-01-30,2020-02-14,USD,13843.76,2020-01-30,NAA8
49587,U001,200457993,2019-04-19,2019-04-13,2019-04-12,2019-04-13,2019-04-28,USD,19080.23,2019-04-13,NAA8
49588,U001,200799367,2019-05-24,2019-05-09,2019-05-06,2019-05-09,2019-05-24,USD,13018.47,2019-05-09,NAA8
49589,CA02,140104429,2019-12-09,2019-11-13,2019-11-13,2019-11-13,2019-12-02,CAD,11655.76,2019-11-22,CA10
49590,U001,200416837,2020-02-03,2020-01-22,2020-01-22,2020-01-22,2020-02-08,USD,1693.88,2020-01-16,NAM4
49591,U001,200792293,2019-06-25,2019-06-04,2019-06-04,2019-06-04,2019-06-19,USD,31641.95,2019-06-04,NAA8
49592,U001,200744019,2019-02-26,2019-02-03,2019-02-03,2019-02-03,2019-02-18,USD,16760.44,2019-02-03,NAA8
49593,U001,200772670,2019-07-30,2019-07-15,2019-07-15,2019-07-15,2019-07-30,USD,63351.93,2019-07-15,NAU5
49594,U001,200418007,2020-02-20,2020-02-05,2020-02-01,2020-02-05,2020-02-20,USD,4219.62,2020-02-05,NAA8
49597,U001,200762301,2019-08-15,2019-08-01,2019-07-31,2019-08-01,2019-08-16,USD,26146.07,2019-08-01,NAC6
49599,U001,200732755,2019-03-25,2019-03-10,2019-03-09,2019-03-10,2019-03-25,USD,55541.49,2019-03-10,NAA8
49602,U001,200739534,2019-05-29,2019-05-09,2019-05-09,2019-05-09,2019-05-24,USD,115449.81,2019-05-09,NAA8
49603,U001,200780825,2019-10-07,2019-09-21,2019-09-19,2019-09-21,2019-10-06,USD,27176.33,2019-09-21,NAA8
49605,U001,200782001,2020-02-20,2020-02-06,2020-02-06,2020-02-06,2020-02-21,USD,24675.17,2020-02-06,NAA8
49606,U001,200742521,2020-03-03,2020-02-17,2020-02-18,2020-02-17,2020-03-03,USD,50038.08,2020-02-17,NAA8
49607,U001,200434439,2019-10-08,2019-09-17,2019-09-17,2019-09-17,2019-10-19,USD,83864.06,2019-09-17,NA32
49609,U001,200769623,2019-07-10,2019-06-27,2019-06-28,2019-06-27,2019-07-12,USD,729.6,2019-06-27,NAH4
49610,U001,200769623,2019-10-18,2019-10-08,2019-10-07,2019-10-08,2019-10-23,USD,105640.36,2019-10-08,NAH4
49612,U001,200744019,2019-04-02,2019-03-15,2019-03-14,2019-03-15,2019-03-30,USD,144982.0,2019-03-15,NAA8
49613,U001,100058056,2019-03-07,2019-03-01,2019-03-01,2019-03-01,2019-03-16,USD,1134400.14,2019-03-01,NAA8
49617,U001,200592182,2019-08-12,2019-08-07,2019-08-07,2019-08-07,2019-08-11,USD,7882.72,2019-08-01,NAM2
49618,CA02,140106181,2020-04-08,2020-01-22,2020-01-22,2020-01-22,2020-02-03,CAD,67167.36,2020-01-24,CA10
49619,U001,200780383,2020-02-21,2020-02-06,2020-02-05,2020-02-06,2020-02-21,USD,1736.64,2020-02-06,NAA8
49620,U001,200769623,2019-08-22,2019-08-06,2019-08-05,2019-08-06,2019-08-21,USD,1757.57,2019-08-06,NAH4
49621,U001,200769623,2019-06-18,2019-06-08,2019-06-07,2019-06-08,2019-06-23,USD,17622.89,2019-06-08,NAH4
49623,U001,200466603,2019-09-19,2019-09-04,2019-09-04,2019-09-04,2019-09-19,USD,30238.99,2019-09-04,NAA8
49624,U001,200704858,2019-12-02,2019-11-14,2019-11-13,2019-11-14,2019-11-29,USD,8541.59,2019-11-14,NAA8
49625,U001,200290370,2019-05-06,2019-04-19,2019-04-16,2019-04-19,2019-05-04,USD,15990.38,2019-04-19,NAA8
49627,CA02,140106408,2019-05-22,2019-05-05,2019-05-05,2019-05-05,2019-05-15,CAD,40777.0,2019-05-05,CA10
49628,U001,200416837,2020-02-14,2020-02-06,2020-02-06,2020-02-06,2020-02-24,USD,1200.82,2020-02-01,NAM4
49629,U001,200726979,2020-02-27,2020-02-12,2020-02-11,2020-02-12,2020-02-27,USD,962.12,2020-02-12,NAA8
49630,U001,200769623,2020-01-21,2020-01-08,2020-01-08,2020-01-08,2020-01-23,USD,1626.33,2020-01-08,NAH4
49631,U001,200769623,2019-03-04,2019-02-14,2019-02-13,2019-02-14,2019-03-01,USD,10525.85,2019-02-14,NAH4
49632,U001,200762301,2019-11-19,2019-11-04,2019-11-03,2019-11-04,2019-11-19,USD,17667.33,2019-11-04,NAC6
49633,U001,200769623,2019-12-24,2019-12-14,2019-12-12,2019-12-14,2019-12-29,USD,40446.02,2019-12-14,NAH4
49634,U001,200726979,2019-12-02,2019-11-14,2019-11-13,2019-11-14,2019-11-29,USD,402.19,2019-11-14,NAA8
49635,U001,200718130,2019-12-18,2019-11-26,2019-11-26,2019-11-26,2019-12-16,USD,4179.18,2019-11-26,NAD1
49636,U001,200794332,2019-07-22,2019-07-08,2019-07-06,2019-07-08,2019-07-23,USD,2955.14,2019-07-08,NAAX
49638,U001,200974851,2019-04-30,2019-04-15,2019-04-16,2019-04-15,2019-04-30,USD,1976.68,2019-04-15,NAA8
49639,U001,200416837,2019-06-17,2019-06-06,2019-06-06,2019-06-06,2019-06-24,USD,68.52,2019-06-01,NAM4
49641,U001,200803720,2019-12-11,2019-12-11,2019-12-11,2019-12-11,2019-12-11,USD,15628.2,2019-12-01,NAM2
49642,U001,200763814,2019-11-22,2019-11-01,2019-11-01,2019-11-01,2019-11-21,USD,3481.42,2019-11-01,NAD1
49644,U001,200714710,2019-06-17,2019-05-30,2019-05-30,2019-05-30,2019-06-14,USD,2784.44,2019-05-30,NAA8
49645,U001,200794332,2019-03-19,2019-03-04,2019-03-04,2019-03-04,2019-03-19,USD,29925.33,2019-03-04,NAAX
49649,U001,200743123,2019-10-04,2019-09-19,2019-09-18,2019-09-19,2019-10-04,USD,70265.95,2019-09-19,NAA8
49651,CA02,140104409,2019-09-16,2019-08-29,2019-08-29,2019-08-29,2019-09-17,CAD,125932.02,2019-09-07,CA10
49654,U001,200769623,2019-11-26,2019-11-15,2019-11-14,2019-11-15,2019-11-30,USD,57772.62,2019-11-15,NAH4
49655,U001,200493614,2019-08-14,2019-07-25,2019-07-23,2019-07-25,2019-08-14,USD,5248.24,2019-07-25,NAD1
49656,U001,200769623,2019-10-23,2019-10-12,2019-10-11,2019-10-12,2019-10-27,USD,1898.2,2019-10-12,NAH4
49657,U001,200769623,2019-10-29,2019-10-18,2019-10-17,2019-10-18,2019-11-02,USD,13250.52,2019-10-18,NAH4
49659,U001,200769623,2019-05-08,2019-04-26,2019-04-25,2019-04-26,2019-05-11,USD,42996.58,2019-04-26,NAH4
49660,U001,200780383,2019-05-06,2019-04-17,2019-04-17,2019-04-17,2019-05-02,USD,40966.91,2019-04-17,NAA8
49661,U001,200772670,2020-02-07,2020-01-22,2020-01-22,2020-01-22,2020-02-06,USD,32672.4,2020-01-22,NAU5
49662,U001,200608118,2019-07-18,2019-07-05,2019-07-05,2019-07-05,2019-07-20,USD,19532.01,2019-07-05,NAA8
49663,U001,200762301,2019-01-29,2019-01-15,2019-01-14,2019-01-15,2019-01-30,USD,74624.32,2019-01-15,NAC6
49664,U001,200726979,2019-03-01,2019-02-14,2019-02-14,2019-02-14,2019-03-01,USD,938.41,2019-02-14,NAA8
49665,U001,100031704,2019-08-29,2019-08-14,2019-08-13,2019-08-14,2019-08-29,USD,69640.5,2019-08-14,NAA8
49666,U001,200418007,2019-12-12,2019-11-27,2019-11-26,2019-11-27,2019-12-12,USD,30147.05,2019-11-27,NAA8
49667,U001,200773364,2019-03-28,2019-03-13,2019-03-13,2019-03-13,2019-03-28,USD,33541.9,2019-03-13,NAA8
49668,U001,200769623,2019-02-26,2019-02-08,2019-02-07,2019-02-08,2019-02-23,USD,551.3,2019-02-08,NAH4
49669,U001,200799367,2019-02-04,2019-01-18,2019-01-18,2019-01-18,2019-02-02,USD,419.12,2019-01-18,NAA8
49670,U001,200769623,2019-03-18,2019-03-06,2019-03-03,2019-03-06,2019-03-21,USD,2803.0,2019-03-06,NAH4
49671,U001,200736337,2019-07-30,2019-06-27,2019-06-27,2019-06-27,2019-07-29,USD,42764.01,2019-06-27,NA32
49672,U001,200799367,2020-01-15,2019-12-30,2019-12-30,2019-12-30,2020-01-14,USD,86265.08,2019-12-30,NAA8
49673,U001,200769623,2019-05-13,2019-04-30,2019-04-28,2019-04-30,2019-05-15,USD,51954.8,2019-04-30,NAH4
49674,U001,200773364,2020-01-30,2020-01-13,2020-01-09,2020-01-13,2020-01-28,USD,20859.25,2020-01-13,NAA8
49675,U001,200230690,2020-03-02,2020-02-19,2020-02-19,2020-02-19,2020-03-10,USD,3671.62,2020-02-16,NAM4
49676,U001,200769623,2019-12-19,2019-12-08,2019-12-07,2019-12-08,2019-12-23,USD,45367.12,2019-12-08,NAH4
49677,U001,200079674,2020-01-28,2020-01-10,2020-01-03,2020-01-10,2020-01-20,USD,25741.75,2020-01-10,NA10
49678,U001,200762301,2019-07-25,2019-07-10,2019-07-11,2019-07-10,2019-07-25,USD,28147.89,2019-07-10,NAC6
49679,U001,200769623,2019-06-25,2019-06-15,2019-06-14,2019-06-15,2019-06-30,USD,59469.32,2019-06-15,NAH4
49680,CA02,140104440,2019-12-10,2019-11-22,2019-11-22,2019-11-22,2019-12-06,CAD,45374.74,2019-11-26,CA10
49682,U001,200561861,2019-12-12,2019-11-27,2019-11-22,2019-11-27,2019-12-12,USD,38060.43,2019-11-27,NAA8
49683,U001,200769623,2019-07-09,2019-06-29,2019-06-28,2019-06-29,2019-07-14,USD,19649.88,2019-06-29,NAH4
49684,U001,200714710,2019-05-06,2019-04-20,2019-04-18,2019-04-20,2019-05-05,USD,23145.47,2019-04-20,NAA8
49685,U001,200769623,2019-06-17,2019-06-05,2019-06-03,2019-06-05,2019-06-20,USD,71447.76,2019-06-05,NAH4
49687,U001,200799538,2019-05-08,2019-04-21,2019-04-21,2019-04-21,2019-05-06,USD,82714.27,2019-04-21,NAA8
49688,U001,200729942,2019-11-29,2019-11-18,2019-11-18,2019-11-18,2019-12-03,USD,10120.07,2019-11-18,NAA8
49690,U001,200790710,2019-06-04,2019-05-17,2019-05-16,2019-05-17,2019-06-01,USD,16086.85,2019-05-17,NAA8
49692,U001,200759878,2019-02-19,2019-02-03,2019-02-03,2019-02-03,2019-02-18,USD,24065.67,2019-02-03,NAH4
49693,U001,200708511,2019-11-05,2019-10-24,2019-10-24,2019-10-24,2019-11-08,USD,34263.55,2019-10-24,NAA8
49696,U001,200769623,2019-03-22,2019-03-10,2019-03-10,2019-03-10,2019-03-25,USD,16899.42,2019-03-10,NAH4
49697,U001,CCCA02,2019-05-31,2019-04-13,2019-04-10,2019-04-13,2019-05-18,USD,12312.3,2019-04-13,NAG2
49698,U001,200716210,2019-12-04,2019-11-20,2019-11-20,2019-11-20,2019-12-05,USD,857.23,2019-11-20,NAA8
49699,U001,200769623,2019-01-09,2018-12-30,2018-12-30,2018-12-30,2019-01-14,USD,13644.22,2018-12-30,NAH4
49701,U001,200780383,2019-08-30,2019-08-14,2019-08-14,2019-08-14,2019-08-29,USD,36407.93,2019-08-14,NAA8
49702,U001,100031704,2019-08-26,2019-08-07,2019-08-07,2019-08-07,2019-08-22,USD,58635.81,2019-08-07,NAA8
49703,U001,200769623,2019-05-09,2019-04-29,2019-04-27,2019-04-29,2019-05-14,USD,16430.08,2019-04-29,NAH4
49705,U001,200726979,2019-10-25,2019-10-10,2019-10-08,2019-10-10,2019-10-25,USD,19425.86,2019-10-10,NAA8
49706,U001,200769623,2019-09-04,2019-08-18,2019-08-16,2019-08-18,2019-09-02,USD,32665.23,2019-08-18,NAH4
49707,U001,200794332,2019-05-22,2019-05-08,2019-05-07,2019-05-08,2019-05-23,USD,35496.28,2019-05-08,NAAX
49709,U001,200719526,2019-10-01,2019-09-25,2019-09-25,2019-09-25,2019-10-10,USD,56.5,2019-09-25,NAA8
49712,U001,200799367,2019-06-21,2019-06-06,2019-06-05,2019-06-06,2019-06-21,USD,112718.47,2019-06-06,NAA8
49713,U001,200780383,2019-05-24,2019-05-09,2019-05-08,2019-05-09,2019-05-24,USD,109883.35,2019-05-09,NAA8
49714,U001,200769623,2019-08-12,2019-08-01,2019-07-31,2019-08-01,2019-08-16,USD,1328.25,2019-08-01,NAH4
49715,U001,200705742,2019-11-20,2019-11-05,2019-11-05,2019-11-05,2019-11-20,USD,55326.58,2019-11-05,NAA8
49716,U001,200704858,2019-12-02,2019-11-13,2019-11-12,2019-11-13,2019-11-28,USD,137368.12,2019-11-13,NAA8
49719,U001,200780383,2020-02-24,2020-02-07,2020-02-06,2020-02-07,2020-02-22,USD,127902.29,2020-02-07,NAA8
49720,U001,200726979,2019-11-19,2019-11-03,2019-11-02,2019-11-03,2019-11-18,USD,318.98,2019-11-03,NAA8
49721,U001,200769623,2019-10-24,2019-10-14,2019-10-12,2019-10-14,2019-10-29,USD,52735.59,2019-10-14,NAH4
49722,U001,200769623,2019-05-15,2019-05-05,2019-05-04,2019-05-05,2019-05-20,USD,4514.38,2019-05-05,NAH4
49723,U001,200736337,2019-05-31,2019-05-15,2019-05-13,2019-05-15,2019-05-30,USD,1407.31,2019-05-15,NAA8
49724,U002,200978592,2019-04-01,2019-02-23,2019-02-21,2019-02-23,2019-03-30,USD,20425.99,2019-02-23,NAG2
49730,U001,200797452,2019-03-15,2019-02-25,2019-02-25,2019-02-25,2019-03-12,USD,66939.21,2019-02-25,NAA8
49731,U001,200705742,2019-10-31,2019-10-16,2019-10-16,2019-10-16,2019-11-19,USD,1513.05,2019-10-16,NAAW
49732,U001,200865666,2019-05-08,2019-04-23,2019-04-23,2019-04-23,2019-05-08,USD,4813.53,2019-04-23,NAA8
49733,U001,200764795,2019-06-14,2019-05-28,2019-05-28,2019-05-28,2019-06-12,USD,697.74,2019-05-28,NAA8
49735,U001,CCU013,2019-03-01,2019-01-12,2019-01-08,2019-01-12,2019-01-12,USD,3124.07,2019-01-12,NAX2
49736,U001,200762301,2019-02-01,2019-01-17,2019-01-17,2019-01-17,2019-02-01,USD,101098.27,2019-01-17,NAC6
49737,U001,200782669,2019-10-28,2019-10-11,2019-10-05,2019-10-11,2019-10-26,USD,8008.54,2019-10-11,NAA8
49738,U001,200875006,2020-02-24,2020-02-08,2020-02-08,2020-02-08,2020-02-23,USD,119564.16,2020-02-08,NAA8
49739,U001,200793568,2019-12-18,2019-11-28,2019-11-28,2019-11-28,2019-12-13,USD,120228.14,2019-11-28,NAA8
49740,U001,200726979,2019-07-25,2019-07-10,2019-07-11,2019-07-10,2019-07-25,USD,628.95,2019-07-10,NAA8
49741,U001,200418007,2019-10-01,2019-09-16,2019-09-11,2019-09-16,2019-10-01,USD,3437.94,2019-09-16,NAA8
49743,U001,200794332,2019-04-23,2019-04-09,2019-04-10,2019-04-09,2019-04-24,USD,35732.27,2019-04-09,NAAX
49745,CA02,140104409,2019-09-30,2019-09-17,2019-09-17,2019-09-17,2019-09-28,CAD,29496.56,2019-09-18,CA10
49746,U001,200486270,2019-03-07,2019-02-20,2019-02-19,2019-02-20,2019-03-07,USD,38705.76,2019-02-20,NAA8
49747,U001,200769623,2019-01-14,2019-01-01,2018-12-31,2019-01-01,2019-01-16,USD,56252.58,2019-01-01,NAH4
49748,U001,200752302,2019-09-26,2019-09-11,2019-09-12,2019-09-11,2019-09-26,USD,27345.63,2019-09-11,NAA8
49749,U001,200736337,2019-08-30,2019-08-14,2019-08-11,2019-08-14,2019-08-29,USD,29764.32,2019-08-14,NAA8
49750,CA02,140104409,2019-12-30,2019-12-20,2019-12-20,2019-12-20,2020-01-02,CAD,70478.33,2019-12-23,CA10
49752,U001,200777735,2019-05-20,2019-05-06,2019-05-06,2019-05-06,2019-05-21,USD,13340.46,2019-05-06,NAA8
49754,U001,200416837,2019-09-16,2019-09-07,2019-09-07,2019-09-07,2019-09-24,USD,5338.04,2019-09-01,NAM4
49755,CA02,140106181,2019-12-12,2019-09-27,2019-09-27,2019-09-27,2019-10-18,CAD,1443.7,2019-10-08,CA10
49756,U001,200712105,2019-10-31,2019-10-15,2019-10-15,2019-10-15,2019-10-30,USD,6074.92,2019-10-15,NAA8
49760,U001,200705742,2020-01-14,2019-12-30,2019-12-30,2019-12-30,2020-02-02,USD,7322.06,2019-12-30,NAAW
49761,U001,200769623,2019-10-29,2019-10-19,2019-10-18,2019-10-19,2019-11-03,USD,58396.06,2019-10-19,NAH4
49762,U001,100043936,2019-10-07,2019-09-26,2019-09-26,2019-09-26,2019-10-06,USD,17251.43,2019-09-26,NA10
49763,U001,100000272,2019-12-03,2019-11-22,2019-11-21,2019-11-22,2019-12-07,USD,39223.72,2019-11-22,NAA8
49764,U001,200920735,2020-02-10,2020-01-24,2020-01-23,2020-01-24,2020-02-08,USD,76749.93,2020-01-24,NAA8
49765,CA02,140104440,2019-09-16,2019-08-29,2019-08-29,2019-08-29,2019-09-09,CAD,52837.56,2019-08-30,CA10
49766,U001,CCU013,2020-03-27,2020-02-11,2020-02-07,2020-02-11,2020-02-11,USD,552.74,2020-02-11,NAX2
49767,U001,200744019,2019-05-24,2019-05-08,2019-05-08,2019-05-08,2019-05-23,USD,8586.24,2019-05-08,NAA8
49768,U001,200762301,2019-03-25,2019-03-08,2019-03-08,2019-03-08,2019-03-23,USD,90179.48,2019-03-08,NAC6
49769,U001,200726979,2020-02-18,2020-02-02,2020-02-01,2020-02-02,2020-02-17,USD,599.72,2020-02-02,NAA8
49770,U001,200769623,2019-05-15,2019-05-03,2019-05-04,2019-05-03,2019-05-18,USD,943.12,2019-05-03,NAH4
49772,U001,200726979,2019-06-17,2019-05-30,2019-05-30,2019-05-30,2019-06-14,USD,33.24,2019-05-30,NAA8
49773,U001,200726979,2019-09-09,2019-08-24,2019-08-29,2019-08-24,2019-09-08,USD,286.78,2019-08-24,NAA8
49774,U001,200799180,2019-03-11,2019-02-19,2019-02-18,2019-02-19,2019-03-06,USD,77891.79,2019-02-19,NAA8
49775,U001,200418007,2019-05-29,2019-05-11,2019-05-09,2019-05-11,2019-05-26,USD,4134.97,2019-05-11,NAA8
49776,U001,200782001,2020-03-10,2020-02-19,2020-02-14,2020-02-19,2020-03-10,USD,14870.68,2020-02-19,NAD1
49777,U001,200769623,2020-01-17,2020-01-07,2020-01-06,2020-01-07,2020-01-22,USD,14931.29,2020-01-07,NAH4
49778,U001,200965912,2019-09-20,2019-09-05,2019-09-05,2019-09-05,2019-09-20,USD,145923.23,2019-09-05,NAC6
49779,CA02,140104409,2019-08-30,2019-08-19,2019-08-19,2019-08-19,2019-08-30,CAD,70701.73,2019-08-20,CA10
49780,U001,200750051,2019-10-22,2019-10-07,2019-10-08,2019-10-07,2019-10-22,USD,99598.24,2019-10-07,NAA8
49781,U001,200772595,2019-09-19,2019-09-04,2019-09-04,2019-09-04,2019-09-19,USD,62962.16,2019-09-04,NAA8
49782,U001,200769623,2019-05-08,2019-04-26,2019-04-25,2019-04-26,2019-05-11,USD,36124.28,2019-04-26,NAH4
49783,U001,200769623,2019-09-04,2019-08-22,2019-08-22,2019-08-22,2019-09-06,USD,1897.5,2019-08-22,NAH4
49786,U001,200148860,2020-02-13,2020-01-29,2020-01-29,2020-01-29,2020-02-13,USD,85337.24,2020-01-29,NAA8
49788,U001,200714710,2019-12-31,2019-12-11,2019-12-11,2019-12-11,2019-12-26,USD,46426.04,2019-12-11,NAA8
49789,U001,200794332,2019-05-29,2019-05-07,2019-05-06,2019-05-07,2019-05-27,USD,31725.93,2019-05-07,NA84
49791,CA02,140104240,2019-05-28,2019-05-14,2019-05-14,2019-05-14,2019-06-01,CAD,6259.7,2019-05-22,CA10
49792,U001,200769623,2019-02-21,2019-02-11,2019-02-09,2019-02-11,2019-02-26,USD,12305.84,2019-02-11,NAH4
49793,U001,200769623,2019-05-29,2019-05-18,2019-05-17,2019-05-18,2019-06-02,USD,56157.81,2019-05-18,NAH4
49794,U001,200759878,2020-02-25,2020-01-20,2020-01-18,2020-01-20,2020-03-05,USD,68843.52,2020-01-20,NAWP
49795,U001,200722444,2019-04-03,2019-03-16,2019-03-13,2019-03-16,2019-03-31,USD,37180.83,2019-03-16,NAA8
49796,U001,200308132,2019-02-22,2019-02-02,2019-02-02,2019-02-02,2019-02-17,USD,64664.54,2019-02-02,NAA8
49797,U001,200782001,2019-04-16,2019-04-03,2019-04-03,2019-04-03,2019-05-04,USD,20438.11,2019-04-03,NA3B
49799,U001,200762301,2019-09-27,2019-09-13,2019-09-12,2019-09-13,2019-09-28,USD,20686.49,2019-09-13,NAC6
49800,U001,200769623,2019-03-12,2019-02-23,2019-02-22,2019-02-23,2019-03-10,USD,24545.83,2019-02-23,NAH4
49801,U001,200794332,2019-06-05,2019-05-22,2019-05-20,2019-05-22,2019-06-06,USD,8041.59,2019-05-22,NAAX
49802,U001,200726979,2019-03-22,2019-03-06,2019-03-12,2019-03-06,2019-03-21,USD,142.91,2019-03-06,NAA8
49804,U001,200230690,2019-07-16,2019-07-03,2019-07-03,2019-07-03,2019-07-24,USD,663.6,2019-07-01,NAM4
49805,U001,200769623,2019-05-23,2019-05-13,2019-05-12,2019-05-13,2019-05-28,USD,72368.88,2019-05-13,NAH4
49806,U001,200769623,2020-01-31,2020-01-14,2020-01-11,2020-01-14,2020-01-29,USD,58394.98,2020-01-14,NAH4
49807,U001,200943275,2019-03-22,2019-03-05,2019-03-04,2019-03-05,2019-03-20,USD,1981.56,2019-03-05,NAA8
